Proteins	Genes of polypeptide, complex, or RNA	Common-Name	Locations
HP_RS00100-MONOMER	HP_RS00100	ComB4 competence protein	
HP_RS04505-MONOMER	HP_RS04505	2-hydroxymuconate tautomerase monomer	
HP_RS06530-MONOMER	HP_RS06530	Ribonuclease HII	CCI-CYTOSOL-GN
HP_RS00420-MONOMER	HP_RS00420	30S ribosomal protein S9	CCI-RIBOSOME-GN
HP_RS02440-MONOMER	HP_RS02440	Phospho-N-acetylmuramoyl-pentapeptide- transferase	CCI-PM-BAC-NEG-GN
HP_RS04405-MONOMER	HP_RS04405	Hypothetical protein HP0902	
HP_RS06450-MONOMER	HP_RS06450	50S ribosomal protein L5	CCI-RIBOSOME-GN
HP_RS00335-MONOMER	HP_RS00335	cell division-related protein	
HP_RS02335-MONOMER	HP_RS02335	outer membrane protein HorE	
HP_RS04290-MONOMER	HP_RS04290	Hypothetical protein HP0880	
HP_RS06355-MONOMER	HP_RS06355	Class IIc Sec-secreted bacteriocin Divergicin A precursor DvnA	
HP_RS02250-MONOMER	HP_RS02250	hypothetical protein	
HP_RS04215-MONOMER	HP_RS04215	50S ribosomal protein L22	CCO-MEMBRANE
HP_RS06275-MONOMER	HP_RS06275	ferredoxin-menaquinone dehydrogenase subunit M	CCI-PM-BAC-NEG-GN
HP_RS02150-MONOMER	HP_RS02150	hypothetical protein	
HP_RS06190-MONOMER	HP_RS06190	Sec translocon subunit SecG	CCI-PM-BAC-NEG-GN
HP_RS02050-MONOMER	HP_RS02050	IS200 insertion sequence from SARA17	
HP_RS04040-MONOMER	HP_RS04040	F0F1 ATP synthase subunit A AtpB	CCI-PM-BAC-NEG-GN
HP_RS06110-MONOMER	HP_RS06110	Formamidase AmiF	
HP_RS01945-MONOMER	HP_RS01945	YggS family pyridoxal phosphate enzyme	
HP_RS03960-MONOMER	HP_RS03960	Lactamase_B domain-containing protein	
HP_RS06025-MONOMER	HP_RS06025	Undecaprenyl pyrophosphate synthase UppS	CCI-CYTOSOL-GN
HP_RS01865-MONOMER	HP_RS01865	&alpha;-(1,3)-fucosyltransferase FutA	CCI-CYTOSOL-GN // CCO-MEMBRANE
HP_RS03875-MONOMER	HP_RS03875	Outer membrane protein HorG	
HP_RS05900-MONOMER	HP_RS05900	50S ribosomal protein L1	CCI-RIBOSOME-GN
HP_RS07885-MONOMER	HP_RS07885	Hypothetical protein HP0789	
HP_RS01775-MONOMER	HP_RS01775	tRNA pseudouridine synthase A	
HP_RS03785-MONOMER	HP_RS03785	UMP kinase	CCI-CYTOSOL-GN
HP_RS05815-MONOMER	HP_RS05815	putative transporter, monovalent cation:proton antiporter (CPA2) family	CCO-MEMBRANE
HP_RS07785-MONOMER	HP_RS07785	DNAse TatD	CCI-CYTOSOL-GN
HP_RS01680-MONOMER	HP_RS01680	Hypothetical protein HP0342	CCO-MEMBRANE
HP_RS03700-MONOMER	HP_RS03700	putative transporter, multi antimicrobial extrusion (MATE) family	CCI-PM-BAC-NEG-GN
HP_RS05730-MONOMER	HP_RS05730	Glucose-6-phosphate isomerase Pgi	CCI-CYTOSOL-GN
HP_RS07705-MONOMER	HP_RS07705	flagellar hook-basal body protein FliE	CCO-CELL-PROJECTION
HP_RS01590-MONOMER	HP_RS01590	outer membrane associated nuclease	
HP_RS03620-MONOMER	HP_RS03620	rod shape-determining protein RodA	CCI-PM-BAC-NEG-GN
HP_RS05650-MONOMER	HP_RS05650	KH domain RNA binding protein	
HP_RS07625-MONOMER	HP_RS07625	bactofilin	
HP_RS01510-MONOMER	HP_RS01510	Glutamate-1-semialdehyde aminotransferase HemL	CCI-CYTOSOL-GN
HP_RS03530-MONOMER	HP_RS03530	sialic acid-binding adhesin SabA	
HP_RS05555-MONOMER	HP_RS05555	F0F1 ATP synthase subunit epsilon, AtpC	CCI-PM-BAC-NEG-GN
HP_RS07540-MONOMER	HP_RS07540	outer membrane protein HorD	
HP_RS01430-MONOMER	HP_RS01430	diaminopimelate decarboxylase monomer	
HP_RS03440-MONOMER	HP_RS03440	Excinuclease ABC subunit A UvrA	CCI-CYTOSOL-GN
HP_RS05470-MONOMER	HP_RS05470	Excinuclease ABC subunit B UvrB	CCI-CYTOSOL-GN
HP_RS07455-MONOMER	HP_RS07455	glutamate:Na<sup>+</sup> symporter GltS	CCI-PM-BAC-NEG-GN
HP_RS01350-MONOMER	HP_RS01350	Hypothetical protein HP0274	
HP_RS05390-MONOMER	HP_RS05390	Helicobacter cysteine-rich protein E HcpC	CCI-EXTRACELLULAR-GN
HP_RS07370-MONOMER	HP_RS07370	ABC-type tripartite efflux pump, periplasmic adaptor protein	CCO-MEMBRANE
HP_RS01265-MONOMER	HP_RS01265	Hypothetical secreted protein HP0257	
HP_RS03260-MONOMER	HP_RS03260	Ribonuclease H	CCI-CYTOSOL-GN
HP_RS05310-MONOMER	HP_RS05310	Archaeal Holliday junction resolvase/Mrr protein-like protein	CCI-BAC-NUCLEOID-GN // CCO-MEMBRANE
HP_RS07290-MONOMER	HP_RS07290	inactive Type IIB restriction-modification system S protein	
HP_RS01175-MONOMER	HP_RS01175	Glutamyl-tRNA reductase	
HP_RS03180-MONOMER	HP_RS03180	peptidoglycan lytic exotransglycosylase	
HP_RS05225-MONOMER	HP_RS05225	16S rRNA methyltransferase GidB	CCI-CYTOSOL-GN
HP_RS07210-MONOMER	HP_RS07210	Lpp20 lipoprotein	CCI-OUTER-MEM-GN
HP_RS01085-MONOMER	HP_RS01085	Fe-S cluster biosynthesis scaffold protein NfU	CCI-CYTOSOL-GN
HP_RS03095-MONOMER	HP_RS03095	Helicobacter cysteine-rich protein E HcpF	CCI-EXTRACELLULAR-GN
HP_RS05145-MONOMER	HP_RS05145	Ribosome-binding factor A	CCI-CYTOSOL-GN
HP_RS07130-MONOMER	HP_RS07130	Hypothetical protein HP1440	
HP_RS00995-MONOMER	HP_RS00995	hypothetical protein	
HP_RS03015-MONOMER	HP_RS03015	ABC transporter ATP-binding protein	
HP_RS05065-MONOMER	HP_RS05065	flagellar motor switch protein FliM	CCI-PM-BAC-NEG-GN // CCO-CELL-PROJECTION
HP_RS07035-MONOMER	HP_RS07035	VirB11 homolog	
HP_RS00905-MONOMER	HP_RS00905	Hypothetical protein HP0185	CCO-MEMBRANE
HP_RS02925-MONOMER	HP_RS02925	Type III restriction-modification system M protein M.HpyAXI	CCI-CYTOSOL-GN
HP_RS04980-MONOMER	HP_RS04980	Dihydrodipicolinate synthase DapA	CCI-CYTOSOL-GN
HP_RS06945-MONOMER	HP_RS06945	Biotin synthase BioB	
HP_RS00825-MONOMER	HP_RS00825	Collagenase PrtC	
HP_RS02845-MONOMER	HP_RS02845	Phosphatidylglycerol-membrane-oligosaccharide glycerophosphotransferase MdoB	CCO-MEMBRANE
HP_RS04865-MONOMER	HP_RS04865	ICEHptfs3 protein C24.1	
HP_RS06855-MONOMER	HP_RS06855	hypothetical protein	
HP_RS00745-MONOMER	HP_RS00745	Putative membrane protein HP0151	CCO-MEMBRANE
HP_RS02765-MONOMER	HP_RS02765	30S ribosomal protein S21	CCI-RIBOSOME-GN
HP_RS04775-MONOMER	HP_RS04775	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	CCI-CYTOSOL-GN
HP_RS06775-MONOMER	HP_RS06775	Rod shape-determining protein MreC	
HP_RS00660-MONOMER	HP_RS00660	serine transporter	CCI-PM-BAC-NEG-GN
HP_RS02675-MONOMER	HP_RS02675	Cag T4SS protein CagE	CCI-PM-BAC-NEG-GN
HP_RS00255-MONOMER	HP_RS00255	<i>N</i><sup>6</sup>-adenine DNA methyltransferase monomer	CCI-CYTOSOL-GN
HP_RS04685-MONOMER	HP_RS04685	3-deoxy-D-manno-octulosonic-acid transferase	CCI-PM-BAC-NEG-GN
HP_RS06675-MONOMER	HP_RS06675	Type IIP restriction-modification system M protein M.HpyAIV	CCI-CYTOSOL-GN
HP_RS00580-MONOMER	HP_RS00580	Motility accessory factor	
HP_RS02595-MONOMER	HP_RS02595	Cag T4SS protein CagY	CCO-MEMBRANE
HP_RS00170-MONOMER	HP_RS00170	universal stress global response regulator UspA	
HP_RS04585-MONOMER	HP_RS04585	alanine racemase	CCI-CYTOSOL-GN
HP_RS06595-MONOMER	HP_RS06595	J domain-containing protein	
HP_RS00495-MONOMER	HP_RS00495	Hypothetical protein HP0097	
HP_RS02510-MONOMER	HP_RS02510	glycolate oxidase	CCI-CYTOSOL-GN
HP_RS00085-MONOMER	HP_RS00085	Valyl-tRNA synthetase	
HP_RS04490-MONOMER	HP_RS04490	Glyceraldehyde-3-phosphate dehydrogenase	CCI-CYTOSOL-GN
HP_RS06515-MONOMER	HP_RS06515	30S ribosomal protein S10	CCI-RIBOSOME-GN
HP_RS00405-MONOMER	HP_RS00405	second part of outer membrane protein HorA	
HP_RS02425-MONOMER	HP_RS02425	putative transporter, K<sup>+</sup> transporter (Trk) family	CCO-MEMBRANE
HP_RS04390-MONOMER	HP_RS04390	Fe-(CN)<sub>2</sub>CO cofactor assembly scaffold protein HypD	
HP_RS06435-MONOMER	HP_RS06435	50S ribosomal protein L6	CCI-RIBOSOME-GN
HP_RS00320-MONOMER	HP_RS00320	Hypothetical protein HP0063	
HP_RS06420-MONOMER	HP_RS06420	50S ribosomal protein L15	CCI-RIBOSOME-GN
HP_RS02320-MONOMER	HP_RS02320	Hypothetical protein HP0469	
HP_RS04270-MONOMER	HP_RS04270	catalase monomer	CCI-CYTOSOL-GN
HP_RS06340-MONOMER	HP_RS06340	Acid phosphatase lipoprotein	CCI-OUTER-MEM-GN
HP_RS02235-MONOMER	HP_RS02235	DUF2357 domain-containing protein	
HP_RS04200-MONOMER	HP_RS04200	DsbD_2 domain-containing protein	CCO-MEMBRANE
HP_RS06260-MONOMER	HP_RS06260	ferredoxin-menaquinone dehydrogenase subunit J	CCI-PM-BAC-NEG-GN
HP_RS02115-MONOMER	HP_RS02115	hypothetical protein	CCO-MEMBRANE
HP_RS04115-MONOMER	HP_RS04115	Thiamine-phosphate pyrophosphorylase ThiE	CCI-CYTOSOL-GN
HP_RS06175-MONOMER	HP_RS06175	ABC transporter, substrate-binding protein	CCI-PERI-BAC-GN // CCI-PM-BAC-NEG-GN
HP_RS02010-MONOMER	HP_RS02010	Hypothetical protein HP0408	
HP_RS04025-MONOMER	HP_RS04025	thioredoxin reductase	CCI-CYTOSOL-GN
HP_RS06095-MONOMER	HP_RS06095	Integral membrane protein HP1235	CCI-PM-BAC-NEG-GN
HP_RS01930-MONOMER	HP_RS01930	chemotaxis histidine kinase/response regulator CheAY2	CCI-CYTOSOL-GN
HP_RS03945-MONOMER	HP_RS03945	RNA methyltransferase, RsmD family	
HP_RS06010-MONOMER	HP_RS06010	RDD domain-containing protein	CCO-MEMBRANE
MONOMER2DNV-6	G2DNV-43	ComB7	
HP_RS01850-MONOMER	HP_RS01850	Ferrochelatase HemH	CCI-CYTOSOL-GN
HP_RS03860-MONOMER	HP_RS03860	peptide deformylase	
HP_RS05885-MONOMER	HP_RS05885	DNA-directed RNA polymerase subunit beta/beta'	
HP_RS07860-MONOMER	HP_RS07860	Protein of unknown function UPF0174	
HP_RS01750-MONOMER	HP_RS01750	alcohol dehydrogenase (NADP<small><sup>+</sup></small>)	CCI-CYTOSOL-GN
HP_RS03770-MONOMER	HP_RS03770	Tyrosyl-tRNA synthetase	CCI-CYTOSOL-GN
HP_RS05795-MONOMER	HP_RS05795	purine nucleobase/nucleoside transporter	CCI-PM-BAC-NEG-GN
HP_RS07770-MONOMER	HP_RS07770	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase	
HP_RS01665-MONOMER	HP_RS01665	Hypothetical protein HP0338	CCO-MEMBRANE
HP_RS03685-MONOMER	HP_RS03685	ThiF family protein	
HP_RS05715-MONOMER	HP_RS05715	cytochrome oxidase maturation protein	CCO-MEMBRANE
HP_RS07690-MONOMER	HP_RS07690	Elongation factor Ts	CCI-CYTOSOL-GN
HP_RS01575-MONOMER	HP_RS01575	twin arginine protein translocation system, TatA protein	CCI-PM-BAC-NEG-GN
HP_RS03600-MONOMER	HP_RS03600	UDP-<em>N</em>-acetylmuramoyl-tripeptide&mdash;<small>D</small>-alanyl-<small>D</small>-alanine ligase	CCO-MEMBRANE
HP_RS05635-MONOMER	HP_RS05635	50S ribosomal protein L19	CCI-RIBOSOME-GN
HP_RS07610-MONOMER	HP_RS07610	menaquinol cytochrome <i>c</i> oxidoreductase, cytochrome <i>b</i> subunit	CCO-MEMBRANE
HP_RS01495-MONOMER	HP_RS01495	GTPase ObgE	CCI-CYTOSOL-GN
HP_RS03515-MONOMER	HP_RS03515	outer membrane protein SabB	
HP_RS05535-MONOMER	HP_RS05535	Tol-Pal system protein TolB	CCI-PERI-BAC-GN
HP_RS01415-MONOMER	HP_RS01415	pimelyl-[acyl-carrier protein] methyl ester esterase	
HP_RS03425-MONOMER	HP_RS03425	DNA gyrase subunit A	CCI-CYTOSOL-GN
HP_RS05455-MONOMER	HP_RS05455	Pyruvate ferredoxin oxidoreductase, beta subunit PorB	
HP_RS07440-MONOMER	HP_RS07440	putative metal-specific P-type ATPase	CCI-PM-BAC-NEG-GN
HP_RS01335-MONOMER	HP_RS01335	Hypothetical protein HP0271	
HP_RS03340-MONOMER	HP_RS03340	Hypothetical protein HP0681	CCO-MEMBRANE
HP_RS05375-MONOMER	HP_RS05375	Predicted coding region HP1094	
HP_RS07355-MONOMER	HP_RS07355	UPF0029 domain-containing protein	
HP_RS01245-MONOMER	HP_RS01245	outer membrane protein HopF	
HP_RS03245-MONOMER	HP_RS03245	Aspartyl/glutamyl-tRNA amidotransferase subunit B	
HP_RS05295-MONOMER	HP_RS05295	high-affinity Ni<sup>2+</sup> transporter NixA	CCI-PM-BAC-NEG-GN
HP_RS07275-MONOMER	HP_RS07275	outer membrane protein HorJ	
HP_RS01160-MONOMER	HP_RS01160	cytochrome c domain-containing protein	
HP_RS03165-MONOMER	HP_RS03165	NAD(P)H-flavin oxidoreductase FrxA	CCI-CYTOSOL-GN
HP_RS05210-MONOMER	HP_RS05210	twin arginine protein translocation system, TatB protein	CCI-PM-BAC-NEG-GN
HP_RS07195-MONOMER	HP_RS07195	Outer membrane protein HomD	
HP_RS01070-MONOMER	HP_RS01070	Phospholipid-binding protein	
HP_RS03080-MONOMER	HP_RS03080	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	
HP_RS05130-MONOMER	HP_RS05130	Integral membrane protein	
HP_RS07105-MONOMER	HP_RS07105	Hypothetical protein HP1436	CCO-MEMBRANE
HP_RS00975-MONOMER	HP_RS00975	50S ribosomal protein L32	CCI-RIBOSOME-GN
HP_RS02995-MONOMER	HP_RS02995	tripartite efflux pump RND permease HefC	CCI-PM-BAC-NEG-GN
HP_RS05050-MONOMER	HP_RS05050	DUF2147 domain-containing protein	
HP_RS07020-MONOMER	HP_RS07020	UDP-N-acetylenolpyruvoylglucosamine reductase	CCI-CYTOSOL-GN
HP_RS00890-MONOMER	HP_RS00890	Lysyl-tRNA synthetase	CCI-CYTOSOL-GN
HP_RS02910-MONOMER	HP_RS02910	2-oxoglutarate-acceptor oxidoreductase subunit OorB	
HP_RS04965-MONOMER	HP_RS04965	Polyphosphate kinase	
HP_RS06925-MONOMER	HP_RS06925	Type I restriction enzyme R protein HsdR	
HP_RS00810-MONOMER	HP_RS00810	response regulator ArsR	CCI-CYTOSOL-GN
HP_RS02830-MONOMER	HP_RS02830	Peptidase M50	CCI-PM-BAC-NEG-GN
HP_RS04850-MONOMER	HP_RS04850	Putative transposase TnpA	
HP_RS06840-MONOMER	HP_RS06840	Fructose-1,6-bisphosphatase	CCI-CYTOSOL-GN
HP_RS00730-MONOMER	HP_RS00730	Hypothetical protein HP0148	CCO-MEMBRANE
HP_RS02750-MONOMER	HP_RS02750	3-oxoacyl-[acyl carrier protein] synthase	CCI-CYTOSOL-GN
HP_RS04760-MONOMER	HP_RS04760	Hypothetical protein HP0973	
HP_RS06755-MONOMER	HP_RS06755	Type IIS restriction-modification system M1 protein M1.HpyAII	CCI-CYTOSOL-GN
HP_RS00645-MONOMER	HP_RS00645	Hypothetical protein HP0129	
HP_RS02660-MONOMER	HP_RS02660	CagH protein	CCO-MEMBRANE
HP_RS00240-MONOMER	HP_RS00240	HypE [NiFe]-hydrogenase maturation protein	
HP_RS04670-MONOMER	HP_RS04670	RdxA	
HP_RS06660-MONOMER	HP_RS06660	Putative periplasmic protein HP1349	CCO-MEMBRANE
HP_RS00565-MONOMER	HP_RS00565	heat-inducible transcription repressor HrcA	
HP_RS02580-MONOMER	HP_RS02580	Cag T4SS protein Cag&beta;	CCO-MEMBRANE
HP_RS00155-MONOMER	HP_RS00155	Hypothetical protein HP0028	CCO-MEMBRANE
HP_RS04565-MONOMER	HP_RS04565	putative transporter, major facilitator superfamily	CCO-MEMBRANE
HP_RS06580-MONOMER	HP_RS06580	Hypothetical protein HP1333	
HP_RS00475-MONOMER	HP_RS00480	&alpha;-(1,2)-fucosyltransferase FutC	CCI-CYTOSOL-GN // CCO-MEMBRANE
HP_RS02495-MONOMER	HP_RS02495	PG-modifying enzyme, HdpA	CCO-MEMBRANE
HP_RS00070-MONOMER	HP_RS00070	chaperonin GroS monomer	CCI-CYTOSOL-GN
HP_RS04475-MONOMER	HP_RS04475	Hypothetical protein HP0918	
HP_RS06500-MONOMER	HP_RS06500	50S ribosomal protein L23	CCI-RIBOSOME-GN
HP_RS00390-MONOMER	HP_RS00390	30S ribosomal protein S20	CCI-RIBOSOME-GN // CCI-CYTOSOL-GN
HP_RS02410-MONOMER	HP_RS02410	Outer membrane protein HofD	
HP_RS04365-MONOMER	HP_RS04365	antitoxin protein HP0895	
HP_RS04350-MONOMER	HP_RS04350	addiction module toxin protein HP0892	
HP_RS06405-MONOMER	HP_RS06405	Translation initiation factor IF-1	CCI-CYTOSOL-GN
HP_RS02305-MONOMER	HP_RS02305	TerB domain-containing protein	
HP_RS04255-MONOMER	HP_RS04255	uncharacterized protein	CCI-CYTOSOL-GN
HP_RS06325-MONOMER	HP_RS06325	Anthranilate synthase component I	
HP_RS02220-MONOMER	HP_RS02220	Hypothetical protein HP0449	
HP_RS04185-MONOMER	HP_RS04185	Bifunctional protein hldE (D-beta-D-heptose 7-phosphate kinase/D-beta-D-heptose 1-phosphate adenosyltransferase)	
HP_RS06245-MONOMER	HP_RS06245	ferredoxin-menaquinone dehydrogenase subunit G	CCI-PM-BAC-NEG-GN
HP_RS02100-MONOMER	HP_RS02100	Hypothetical protein HP0424	
HP_RS04100-MONOMER	HP_RS04100	UDP-N-acetylglucosamine 4,6-dehydratase	
HP_RS06160-MONOMER	HP_RS06160	Shikimate 5-dehydrogenase	CCI-CYTOSOL-GN
HP_RS01995-MONOMER	HP_RS01995	NifS-like protein	
HP_RS04010-MONOMER	HP_RS04010	Homoserine dehydrogenase	
HP_RS06080-MONOMER	HP_RS06080	bifunctional dihydropteroate synthase/dihydropteroate reductase	CCI-CYTOSOL-GN
HP_RS01915-MONOMER	HP_RS01915	superoxide dismutase SodB	
HP_RS03925-MONOMER	HP_RS03925	Metalloprotease	
HP_RS05990-MONOMER	HP_RS05990	F0F1 ATP synthase subunit C AtpE	CCI-PM-BAC-NEG-GN
MONOMER2DNV-16	G2DNV-15		
HP_RS01835-MONOMER	HP_RS01835	Outer membrane protein HomC	
HP_RS03845-MONOMER	HP_RS03845	Type I restriction-modification system S protein S.HpyAXIII	
HP_RS05870-MONOMER	HP_RS05870	Elongation factor G	CCI-CYTOSOL-GN
HP_RS07835-MONOMER	HP_RS07835	4-hydroxythreonine-4-phosphate dehydrogenase	CCI-CYTOSOL-GN
HP_RS01735-MONOMER	HP_RS01735	1-deoxy-D-xylulose-5-phosphate synthase	CCI-CYTOSOL-GN
HP_RS03755-MONOMER	HP_RS03755	Hypothetical protein HP0771	CCO-MEMBRANE
HP_RS05780-MONOMER	HP_RS05780	CEACAM-binding adhesin HopQ	
HP_RS07755-MONOMER	HP_RS07755	Ribosome biogenesis GTP-binding protein YsxC	CCI-CYTOSOL-GN
HP_RS01645-MONOMER	HP_RS01645	DNA protecting protein DprA	
HP_RS03670-MONOMER	HP_RS03670	flagellar filament capping protein	CCI-EXTRACELLULAR-GN // CCO-CELL-PROJECTION
HP_RS05700-MONOMER	HP_RS05700	endoribonuclease YbeY	CCI-CYTOSOL-GN
HP_RS07675-MONOMER	HP_RS07675	sodium:proton antiporter NhaA	CCI-PM-BAC-NEG-GN
HP_RS01560-MONOMER	HP_RS01560	outer membrane protein BabC/HopU	
HP_RS03585-MONOMER	HP_RS03585	phosphatidylglycerophosphatase A PgpA	CCI-PM-BAC-NEG-GN
HP_RS05605-MONOMER	HP_RS05605	Methionyl-tRNA formyltransferase	CCI-CYTOSOL-GN
HP_RS07595-MONOMER	HP_RS07595	hypothetical protein	
HP_RS01480-MONOMER	HP_RS01480	peptide ABC transporter, membrane protein DppC	CCI-PM-BAC-NEG-GN
HP_RS03495-MONOMER	HP_RS03495	DNA polymerase III subunits gamma and tau	
HP_RS05520-MONOMER	HP_RS05520	nickel-binding protein SlyD	CCI-CYTOSOL-GN
HP_RS07505-MONOMER	HP_RS07505	Type IIG restriction-modification system M protein M.HpyAXIV	
HP_RS01400-MONOMER	HP_RS01400	putative small conductance mechanosensitive channel	CCO-MEMBRANE
HP_RS03410-MONOMER	HP_RS03410	Acetone carboxylase subunit gamma	
HP_RS05440-MONOMER	HP_RS05440	Pyruvate flavodoxin oxidoreductase subunit gamma PorG	
HP_RS07420-MONOMER	HP_RS07420	putative lipopolysaccharide transport system protein LptG	CCI-PM-BAC-NEG-GN
HP_RS01320-MONOMER	HP_RS01320	HP0268 domain-containing protein	
HP_RS03320-MONOMER	HP_RS03320	Methylated-DNA--protein-cysteine methyltransferase	CCI-CYTOSOL-GN
HP_RS05360-MONOMER	HP_RS05360	DNA translocase FtsK	CCI-PM-BAC-NEG-GN
HP_RS07340-MONOMER	HP_RS07340	Exodeoxyribonuclease VII small subunit	CCI-CYTOSOL-GN
HP_RS01225-MONOMER	HP_RS01225	Hypothetical protein HP0249	CCO-MEMBRANE
HP_RS03230-MONOMER	HP_RS03230	putative outer membrane protein assembly factor BamA	CCI-OUTER-MEM-GN
HP_RS05280-MONOMER	HP_RS05280	Hypothetical protein HP1074	
HP_RS07260-MONOMER	HP_RS07260	ABC transporter membrane protein	CCI-PM-BAC-NEG-GN
HP_RS01145-MONOMER	HP_RS01145	Glutathionylspermidine synthase	
HP_RS03150-MONOMER	HP_RS03150	7-cyano-7-deazaguanine synthase	
HP_RS05195-MONOMER	HP_RS05195	Hypothetical protein HP1057	
HP_RS07180-MONOMER	HP_RS07180	membrane protein insertase YidC	CCI-PM-BAC-NEG-GN
HP_RS01055-MONOMER	HP_RS01055	Phosphatidate cytidylyltransferase	CCI-PM-BAC-NEG-GN
HP_RS03065-MONOMER	HP_RS03065	Putative membrane protein HP0622	CCO-MEMBRANE
HP_RS05115-MONOMER	HP_RS05115	flagellar export protein FlhA	CCI-PM-BAC-NEG-GN
HP_RS07090-MONOMER	HP_RS07090	Hypothetical protein HP1433	
HP_RS00960-MONOMER	HP_RS00960	S-adenosylmethionine synthetase	CCI-CYTOSOL-GN
HP_RS02980-MONOMER	HP_RS02980	Uroporphyrinogen decarboxylase HemE	CCI-CYTOSOL-GN
HP_RS05035-MONOMER	HP_RS05035	heat shock protein HspR	
HP_RS07005-MONOMER	HP_RS07005	core oligosaccharide &alpha;-(1,4)-glucosyltransferase	
HP_RS00875-MONOMER	HP_RS00875	ABC transporter ATP-binding protein	
HP_RS07525-MONOMER	HP_RS07525	inactive Type III restriction-modification system M protein (Mod)	
HP_RS02895-MONOMER	HP_RS02895	Aminodeoxychorismate lyase	CCI-PM-BAC-NEG-GN
HP_RS04930-MONOMER	HP_RS04930	ICEHptfs4 protein V7	
HP_RS06910-MONOMER	HP_RS06910	arginase	CCI-CYTOSOL-GN
HP_RS00795-MONOMER	HP_RS00795	Probable transcriptional regulatory protein HP0162	CCI-CYTOSOL-GN
HP_RS02815-MONOMER	HP_RS02815	Adenine phosphoribosyltransferase	CCI-CYTOSOL-GN
HP_RS04830-MONOMER	HP_RS04830	hypothetical protein	
HP_RS06825-MONOMER	HP_RS06825	Putative endonuclease G NucG	
HP_RS00715-MONOMER	HP_RS00715	Cbb3-type cytochrome c oxidase, monoheme subunit	CCO-MEMBRANE
HP_RS02735-MONOMER	HP_RS02735	Hypothetical protein HP05555	
HP_RS00305-MONOMER	HP_RS00305	Hypothetical protein HP0060	
HP_RS04745-MONOMER	HP_RS04745	Ni<sup>2+</sup>/Zn<sup>2+</sup>/Cd<sup>2+</sup> efflux pump, periplasmic adaptor protein	CCO-CE-BAC
HP_RS06740-MONOMER	HP_RS06740	[transcriptional regulator CrdR] histidine kinase	CCI-PM-BAC-NEG-GN
HP_RS00630-MONOMER	HP_RS00630	50S ribosomal protein L35	CCI-RIBOSOME-GN
HP_RS02645-MONOMER	HP_RS02645	CagN protein	
HP_RS00225-MONOMER	HP_RS00225	Mannose-6-phosphate isomerase	
HP_RS04655-MONOMER	HP_RS04655	recombination protein RecO	
HP_RS06645-MONOMER	HP_RS06645	Glyceraldehyde-3-phosphate dehydrogenase	CCI-CYTOSOL-GN
HP_RS00545-MONOMER	HP_RS00545	cystathionine &beta;-synthase (<em>O</em>-acetyl-<small>L</small>-serine) monomer	CCI-CYTOSOL-GN
HP_RS02565-MONOMER	HP_RS02565	Cag pathogenicity island protein Cag&zeta;	CCO-MEMBRANE
HP_RS00140-MONOMER	HP_RS00140	hypothetical protein	
HP_RS04545-MONOMER	HP_RS04545	6-carboxy-5,6,7,8-tetrahydropterin synthase	
HP_RS06565-MONOMER	HP_RS06565	putative branched-chain amino acid efflux pump, AzlD family protein	CCI-PM-BAC-NEG-GN
HP_RS00455-MONOMER	HP_RS00455	malonyl CoA-[acyl carrier protein] transacylase	CCI-CYTOSOL-GN
HP_RS02475-MONOMER	HP_RS02475	DNA polymerase III subunit beta	CCI-CYTOSOL-GN
HP_RS06935-MONOMER	HP_RS06935	Type I restriction enzyme S protein HsdS	
HP_RS00030-MONOMER	HP_RS00030	Pantoate-beta-alanine ligase PanC	CCI-CYTOSOL-GN
HP_RS04455-MONOMER	HP_RS04455	outer membrane protein AlpA/HopC	
HP_RS06485-MONOMER	HP_RS06485	50S ribosomal protein L22	CCI-RIBOSOME-GN
HP_RS00370-MONOMER	HP_RS00370	urease subunit alpha UreA	CCI-CYTOSOL-GN
HP_RS02395-MONOMER	HP_RS02395	inactive Type IIP restriction-modification system R protein	
HP_RS04335-MONOMER	HP_RS04335	Ni<sup>2+</sup> ABC transporter, membrane protein NiuD	CCI-PM-BAC-NEG-GN
HP_RS06390-MONOMER	HP_RS06390	30S ribosomal protein S11	CCI-RIBOSOME-GN
HP_RS04235-MONOMER	HP_RS04235	protein HP0868	
HP_RS06310-MONOMER	HP_RS06310	Bifunctional indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase	
HP_RS02195-MONOMER	HP_RS02195	Hypothetical protein HP0444	
HP_RS04170-MONOMER	HP_RS04170	peptidoglycan <i>O</i>-acetyltransferase	CCI-PM-BAC-NEG-GN
HP_RS06230-MONOMER	HP_RS06230	ferredoxin-menaquinone dehydrogenase subunit D	CCI-PM-BAC-NEG-GN
HP_RS02085-MONOMER	HP_RS02085		CCI-PM-BAC-NEG-GN
HP_RS04075-MONOMER	HP_RS04075	DNA-binding protein HU	CCI-CYTOSOL-GN
HP_RS06145-MONOMER	HP_RS06145	30S ribosomal protein S6	CCI-RIBOSOME-GN
HP_RS01980-MONOMER	HP_RS01980	Phenylalanyl-tRNA synthetase subunit beta PheT	CCI-CYTOSOL-GN
HP_RS03995-MONOMER	HP_RS03995	hypothetical protein	
