Modified_enzyme,Core_enzyme,Modifications,Source
CPLX0-1_mod_fad(1),CPLX0-1,fad(1),Homology
PKII-CPLX_mod_mg2(1)_mod_k(1),PKII-CPLX,mg2(1) AND k(1),Homology
PKII-CPLX_mod_mn2(1)_mod_k(1),PKII-CPLX,mn2(1) AND k(1),Homology
EG10370-MONOMER_mod_mn2(1),EG10370-MONOMER,mn2(1),Homology
COADTRI-CPLX_mod_mg2(1),COADTRI-CPLX,mg2(1),Homology
LDC2-CPLX_mod_pydx5p(1),LDC2-CPLX,pydx5p(1),Homology
CMPKI-MONOMER_mod_mg2(1),CMPKI-MONOMER,mg2(1),Homology
GSAAMINOTRANS-CPLX_mod_pydx5p(1),GSAAMINOTRANS-CPLX,pydx5p(1),Homology
ACETYLORNTRANSAM-CPLX_mod_pydx5p(1),ACETYLORNTRANSAM-CPLX,pydx5p(1),Homology
ARGDECARBOXDEG-CPLX_mod_pydx5p(1),ARGDECARBOXDEG-CPLX,pydx5p(1),Homology
RNase_BN_dim_mod_zn2(2),RNase_BN_dim,zn2(2),Homology
ISOCITHASE-CPLX_mod_mn2(1),ISOCITHASE-CPLX,mn2(1),Homology
ISOCITHASE-CPLX_mod_mg2(1),ISOCITHASE-CPLX,mg2(1),Homology
H2PTERIDINEPYROPHOSPHOKIN-MONOMER_mod_mg2(1),H2PTERIDINEPYROPHOSPHOKIN-MONOMER,mg2(1),Homology
S-ADENMETSYN-CPLX_mod_k(4)_mod_mg2(1),S-ADENMETSYN-CPLX,k(4) AND mg2(1),Homology
S-ADENMETSYN-CPLX_mod_k(4)_mod_mn2(1),S-ADENMETSYN-CPLX,k(4) AND mn2(1),Homology
S-ADENMETSYN-CPLX_mod_k(4)_mod_cobalt2(1),S-ADENMETSYN-CPLX,k(4) AND cobalt2(1),Homology
S-ADENMETSYN-CPLX_mod_k(4)_mod_zn2(1),S-ADENMETSYN-CPLX,k(4) AND zn2(1),Homology
S-ADENMETSYN-CPLX_mod_k(4)_mod_cd2(1),S-ADENMETSYN-CPLX,k(4) AND cd2(1),Homology
S-ADENMETSYN-CPLX_mod_k(4)_mod_ni2(1),S-ADENMETSYN-CPLX,k(4) AND ni2(1),Homology
S-ADENMETSYN-CPLX_mod_k(4)_mod_ca2(1),S-ADENMETSYN-CPLX,k(4) AND ca2(1),Homology
S-ADENMETSYN-CPLX_mod_nh4(4)_mod_mg2(1),S-ADENMETSYN-CPLX,nh4(4) AND mg2(1),Homology
S-ADENMETSYN-CPLX_mod_nh4(4)_mod_mn2(1),S-ADENMETSYN-CPLX,nh4(4) AND mn2(1),Homology
S-ADENMETSYN-CPLX_mod_nh4(4)_mod_cobalt2(1),S-ADENMETSYN-CPLX,nh4(4) AND cobalt2(1),Homology
S-ADENMETSYN-CPLX_mod_nh4(4)_mod_zn2(1),S-ADENMETSYN-CPLX,nh4(4) AND zn2(1),Homology
S-ADENMETSYN-CPLX_mod_nh4(4)_mod_cd2(1),S-ADENMETSYN-CPLX,nh4(4) AND cd2(1),Homology
S-ADENMETSYN-CPLX_mod_nh4(4)_mod_ni2(1),S-ADENMETSYN-CPLX,nh4(4) AND ni2(1),Homology
S-ADENMETSYN-CPLX_mod_nh4(4)_mod_ca2(1),S-ADENMETSYN-CPLX,nh4(4) AND ca2(1),Homology
S-ADENMETSYN-CPLX_mod_tl(4)_mod_mg2(1),S-ADENMETSYN-CPLX,tl(4) AND mg2(1),Homology
S-ADENMETSYN-CPLX_mod_tl(4)_mod_mn2(1),S-ADENMETSYN-CPLX,tl(4) AND mn2(1),Homology
S-ADENMETSYN-CPLX_mod_tl(4)_mod_cobalt2(1),S-ADENMETSYN-CPLX,tl(4) AND cobalt2(1),Homology
S-ADENMETSYN-CPLX_mod_tl(4)_mod_zn2(1),S-ADENMETSYN-CPLX,tl(4) AND zn2(1),Homology
S-ADENMETSYN-CPLX_mod_tl(4)_mod_cd2(1),S-ADENMETSYN-CPLX,tl(4) AND cd2(1),Homology
S-ADENMETSYN-CPLX_mod_tl(4)_mod_ni2(1),S-ADENMETSYN-CPLX,tl(4) AND ni2(1),Homology
S-ADENMETSYN-CPLX_mod_tl(4)_mod_ca2(1),S-ADENMETSYN-CPLX,tl(4) AND ca2(1),Homology
S-ADENMETSYN-CPLX_mod_cs(4)_mod_mg2(1),S-ADENMETSYN-CPLX,cs(4) AND mg2(1),Homology
S-ADENMETSYN-CPLX_mod_cs(4)_mod_mn2(1),S-ADENMETSYN-CPLX,cs(4) AND mn2(1),Homology
S-ADENMETSYN-CPLX_mod_cs(4)_mod_cobalt2(1),S-ADENMETSYN-CPLX,cs(4) AND cobalt2(1),Homology
S-ADENMETSYN-CPLX_mod_cs(4)_mod_zn2(1),S-ADENMETSYN-CPLX,cs(4) AND zn2(1),Homology
S-ADENMETSYN-CPLX_mod_cs(4)_mod_cd2(1),S-ADENMETSYN-CPLX,cs(4) AND cd2(1),Homology
S-ADENMETSYN-CPLX_mod_cs(4)_mod_ni2(1),S-ADENMETSYN-CPLX,cs(4) AND ni2(1),Homology
S-ADENMETSYN-CPLX_mod_cs(4)_mod_ca2(1),S-ADENMETSYN-CPLX,cs(4) AND ca2(1),Homology
S-ADENMETSYN-CPLX_mod_LI(4)_mod_mg2(1),S-ADENMETSYN-CPLX,LI(4) AND mg2(1),Homology
S-ADENMETSYN-CPLX_mod_LI(4)_mod_mn2(1),S-ADENMETSYN-CPLX,LI(4) AND mn2(1),Homology
S-ADENMETSYN-CPLX_mod_LI(4)_mod_cobalt2(1),S-ADENMETSYN-CPLX,LI(4) AND cobalt2(1),Homology
S-ADENMETSYN-CPLX_mod_LI(4)_mod_zn2(1),S-ADENMETSYN-CPLX,LI(4) AND zn2(1),Homology
S-ADENMETSYN-CPLX_mod_LI(4)_mod_cd2(1),S-ADENMETSYN-CPLX,LI(4) AND cd2(1),Homology
S-ADENMETSYN-CPLX_mod_LI(4)_mod_ni2(1),S-ADENMETSYN-CPLX,LI(4) AND ni2(1),Homology
S-ADENMETSYN-CPLX_mod_LI(4)_mod_ca2(1),S-ADENMETSYN-CPLX,LI(4) AND ca2(1),Homology
S-ADENMETSYN-CPLX_mod_na1(4)_mod_mg2(1),S-ADENMETSYN-CPLX,na1(4) AND mg2(1),Homology
S-ADENMETSYN-CPLX_mod_na1(4)_mod_mn2(1),S-ADENMETSYN-CPLX,na1(4) AND mn2(1),Homology
S-ADENMETSYN-CPLX_mod_na1(4)_mod_cobalt2(1),S-ADENMETSYN-CPLX,na1(4) AND cobalt2(1),Homology
S-ADENMETSYN-CPLX_mod_na1(4)_mod_zn2(1),S-ADENMETSYN-CPLX,na1(4) AND zn2(1),Homology
S-ADENMETSYN-CPLX_mod_na1(4)_mod_cd2(1),S-ADENMETSYN-CPLX,na1(4) AND cd2(1),Homology
S-ADENMETSYN-CPLX_mod_na1(4)_mod_ni2(1),S-ADENMETSYN-CPLX,na1(4) AND ni2(1),Homology
S-ADENMETSYN-CPLX_mod_na1(4)_mod_ca2(1),S-ADENMETSYN-CPLX,na1(4) AND ca2(1),Homology
TMAOREDUCTI-CPLX_mod_bmocogdp(1),TMAOREDUCTI-CPLX,bmocogdp(1),Homology
GLCNACPTRANS-MONOMER_mod_mg2(1),GLCNACPTRANS-MONOMER,mg2(1),Homology
IleS_mono_mod_zn2(2),IleS_mono,zn2(2),Homology
GLUTATHIONE-REDUCT-NADPH-CPLX_mod_fad(1),GLUTATHIONE-REDUCT-NADPH-CPLX,fad(1),Homology
KDO-8PPHOSPHAT-CPLX_mod_mg2(1),KDO-8PPHOSPHAT-CPLX,mg2(1),Homology
GLYCRIBONUCSYN-MONOMER_mod_mg2(1),GLYCRIBONUCSYN-MONOMER,mg2(1),Homology
CPLX0-7741_mod_adocbl(1),CPLX0-7741,adocbl(1),Homology
EG10544-MONOMER_mod_palmitate(1),EG10544-MONOMER,palmitate(1),Homology
CPLX0-7521_mod_zn2(1),CPLX0-7521,zn2(1),Homology
G6701-MONOMER_mod_thmpp(1),G6701-MONOMER,thmpp(1),Homology
ACSERLYA-CPLX_mod_pydx5p(2),ACSERLYA-CPLX,pydx5p(2),Homology
G6246-MONOMER_mod_mg2(1),G6246-MONOMER,mg2(1),Homology
GALPMUT-MONOMER_mod_fad(1),GALPMUT-MONOMER,fad(1),Homology
UDP-NACMURALA-GLU-LIG-MONOMER_mod_k(1)_mod_mg2(1),UDP-NACMURALA-GLU-LIG-MONOMER,k(1) AND mg2(1),Homology
EG12440-MONOMER_mod_mg2(1),EG12440-MONOMER,mg2(1),Homology
His_RS_dim_mod_mg2(4),His_RS_dim,mg2(4),Homology
GLUTATHIONE-SYN-CPLX_mod_mg2(1),GLUTATHIONE-SYN-CPLX,mg2(1),Homology
ANGLYC3PDEHYDROG-CPLX_mod_fmn(1),ANGLYC3PDEHYDROG-CPLX,fmn(1),Homology
CPLX0-1261_mod_thmpp(1),CPLX0-1261,thmpp(1),Homology
MnmEG_cplx_mod_fad(1)_mod_k(2),MnmEG_cplx,fad(1) AND k(2),Homology
PRPPAMIDOTRANS-MONOMER_mod_mg2(1),PRPPAMIDOTRANS-MONOMER,mg2(1),Homology
AIRS-MONOMER_mod_k(1)_mod_mg2(1),AIRS-MONOMER,k(1) AND mg2(1),Homology
OROPRIBTRANS-MONOMER_mod_mg2(1),OROPRIBTRANS-MONOMER,mg2(1),Homology
DIHYDROOROT-MONOMER_mod_zn2(2),DIHYDROOROT-MONOMER,zn2(2),Homology
G7185-MONOMER_mod_cobalt2(1),G7185-MONOMER,cobalt2(1),Homology
AROF-MONOMER_mod_fe2(2),AROF-MONOMER,fe2(2),Homology
AROC-MONOMER_mod_fmnh2(1),AROC-MONOMER,fmnh2(1),Homology
AROC-MONOMER_mod_fadh2(1),AROC-MONOMER,fadh2(1),Homology
G7324-MONOMER_mod_fe2(1),G7324-MONOMER,fe2(1),Homology
G7324-MONOMER_mod_fe2(2),G7324-MONOMER,fe2(2),Homology
THREDEHYDSYN-MONOMER_mod_pydx5p(1),THREDEHYDSYN-MONOMER,pydx5p(1),Homology
KETOLREDUCTOISOM-MONOMER_mod_mg2(1),KETOLREDUCTOISOM-MONOMER,mg2(1),Homology
DIHYDROXYACIDDEHYDRAT-MONOMER_mod_4fe4s(1),DIHYDROXYACIDDEHYDRAT-MONOMER,4fe4s(1),Homology
AROH-MONOMER_mod_fe3(1),AROH-MONOMER,fe3(1),Homology
HOMOSERKIN-MONOMER_mod_k(1)_mod_mg2(1),HOMOSERKIN-MONOMER,k(1) AND mg2(1),Homology
ACSERLYB-MONOMER_mod_pydx5p(1),ACSERLYB-MONOMER,pydx5p(1),Homology
ACSERLYA-MONOMER_mod_pydx5p(2),ACSERLYA-MONOMER,pydx5p(2),Homology
3-ISOPROPYLMALDEHYDROG-MONOMER_mod_mg2(1)_mod_mn2(1),3-ISOPROPYLMALDEHYDROG-MONOMER,mg2(1) AND mn2(1),Homology
HISTDEHYD-MONOMER_mod_mn2(1),HISTDEHYD-MONOMER,mn2(1),Homology
IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER_mod_mg2(1),IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER,mg2(1),Homology
IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER_mod_mn2(1),IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER,mn2(1),Homology
HISTPHOSTRANS-MONOMER_mod_pydx5p(1),HISTPHOSTRANS-MONOMER,pydx5p(1),Homology
CYSTATHIONINE-BETA-LYASE-MONOMER_mod_pydx5p(1),CYSTATHIONINE-BETA-LYASE-MONOMER,pydx5p(1),Homology
AROG-MONOMER_mod_fe2(1),AROG-MONOMER,fe2(1),Homology
LTAA-MONOMER_mod_pydx5p(1),LTAA-MONOMER,pydx5p(1),Homology
ASNSYNA-MONOMER_mod_mg2(1),ASNSYNA-MONOMER,mg2(1),Homology
1-PFK-MONOMER_mod_mg2(1),1-PFK-MONOMER,mg2(1),Homology
ACETYLGLUTKIN-MONOMER_mod_mg2(1),ACETYLGLUTKIN-MONOMER,mg2(1),Homology
ARGSUCCINSYN-MONOMER_mod_mg2(1),ARGSUCCINSYN-MONOMER,mg2(1),Homology
ACETYLORNDEACET-MONOMER_mod_zn2(1),ACETYLORNDEACET-MONOMER,zn2(1),Homology
BRANCHED-CHAINAMINOTRANSFER-MONOMER_mod_pydx5p(6),BRANCHED-CHAINAMINOTRANSFER-MONOMER,pydx5p(6),Homology
BRANCHED-CHAINAMINOTRANSFER-MONOMER_mod_pydx5p(1),BRANCHED-CHAINAMINOTRANSFER-MONOMER,pydx5p(1),Homology
EG11245-MONOMER_mod_mn2(1),EG11245-MONOMER,mn2(1),Homology
PEPSYNTH-MONOMER_mod_mg2(1),PEPSYNTH-MONOMER,mg2(1),Homology
MALIC-NADP-MONOMER_mod_mn2(1),MALIC-NADP-MONOMER,mn2(1),Homology
MALIC-NADP-MONOMER_mod_mg2(1),MALIC-NADP-MONOMER,mg2(1),Homology
GPMA-MONOMER_mod_23bpg(1),GPMA-MONOMER,23bpg(1),Homology
ENOLASE-MONOMER_mod_mg2(4),ENOLASE-MONOMER,mg2(4),Homology
MALIC-NAD-MONOMER_mod_mn2(1),MALIC-NAD-MONOMER,mn2(1),Homology
MALIC-NAD-MONOMER_mod_mg2(1),MALIC-NAD-MONOMER,mg2(1),Homology
TYRB-MONOMER_mod_pydx5p(1),TYRB-MONOMER,pydx5p(1),Homology
DIAMINOPIMDECARB-MONOMER_mod_pydx5p(1),DIAMINOPIMDECARB-MONOMER,pydx5p(1),Homology
ACETYLORNTRANSAM-MONOMER_mod_pydx5p(1),ACETYLORNTRANSAM-MONOMER,pydx5p(1),Homology
F16B-MONOMER_mod_mg2(1),F16B-MONOMER,mg2(1),Homology
EG11517-MONOMER_mod_mn2(1),EG11517-MONOMER,mn2(1),Homology
MONOMER0-1981_mod_zn2(1)_mod_cobalt2(1),MONOMER0-1981,zn2(1) AND cobalt2(1),Homology
PSERTRANSAM-MONOMER_mod_pydx5p(1),PSERTRANSAM-MONOMER,pydx5p(1),Homology
GLUTKIN-MONOMER_mod_mg2(1),GLUTKIN-MONOMER,mg2(1),Homology
EG12688-MONOMER_mod_Oxidized(1),EG12688-MONOMER,Oxidized(1),Homology
OX-THIOREDOXIN2-MONOMER_mod_Oxidized(1),OX-THIOREDOXIN2-MONOMER,Oxidized(1),Homology
EG12181-MONOMER_mod_Oxidized(1),EG12181-MONOMER,Oxidized(1),Homology
EG12294-MONOMER_mod_Oxidized(1),EG12294-MONOMER,Oxidized(1),Homology
OX-THIOREDOXIN-MONOMER_mod_Oxidized(1),OX-THIOREDOXIN-MONOMER,Oxidized(1),Homology
EG10838-MONOMER_mod_nadp(1),EG10838-MONOMER,nadp(1),Homology
G7855-MONOMER_mod_mn2(1),G7855-MONOMER,mn2(1),Homology
EG11081-MONOMER_mod_nadph(1)_mod_nadh(1)_mod_fad(1)_mod_cobalt2(1),EG11081-MONOMER,nadph(1) AND nadh(1) AND fad(1) AND cobalt2(1),Homology
HYDROPEROXIDI-MONOMER_mod_pheme(1),HYDROPEROXIDI-MONOMER,pheme(1),Homology
SUPEROX-DISMUTFE-MONOMER_mod_fe3(1),SUPEROX-DISMUTFE-MONOMER,fe3(1),Homology
EG12600-MONOMER_mod_mg2(1),EG12600-MONOMER,mg2(1),Homology
HYDROPEROXIDII-MONOMER_mod_hemed(6),HYDROPEROXIDII-MONOMER,hemed(6),Homology
SUPEROX-DISMUTMN-MONOMER_mod_mn2(1),SUPEROX-DISMUTMN-MONOMER,mn2(1),Homology
GLUTDECARBOXA-MONOMER_mod_pydx5p(1),GLUTDECARBOXA-MONOMER,pydx5p(1),Homology
GLUTDECARBOXB-MONOMER_mod_pydx5p(1),GLUTDECARBOXB-MONOMER,pydx5p(1),Homology
LYSDECARBOX-MONOMER_mod_pydx5p(1),LYSDECARBOX-MONOMER,pydx5p(1),Homology
ARGDECARBOXDEG-MONOMER_mod_pydx5p(1),ARGDECARBOXDEG-MONOMER,pydx5p(1),Homology
EG10572-MONOMER_mod_mg2(1),EG10572-MONOMER,mg2(1),Homology
EG11619-MONOMER_mod_mg2(1),EG11619-MONOMER,mg2(1),Homology
EG10941-MONOMER_mod_pydx5p(1),EG10941-MONOMER,pydx5p(1),Homology
EG10570-MONOMER_mod_fe2(2),EG10570-MONOMER,fe2(2),Homology
EG11440-MONOMER_mod_fe2(1),EG11440-MONOMER,fe2(1),Homology
DSBC-MONOMER_mod_Oxidized(1),DSBC-MONOMER,Oxidized(1),Homology
EG10240-MONOMER_mod_zn2(4),EG10240-MONOMER,zn2(4),Homology
DSBG-MONOMER_mod_Oxidized(1),DSBG-MONOMER,Oxidized(1),Homology
VALS-MONOMER_mod_mg2(1),VALS-MONOMER,mg2(1),Homology
THRS-MONOMER_mod_zn2(1),THRS-MONOMER,zn2(1),Homology
HISS-MONOMER_mod_mg2(4),HISS-MONOMER,mg2(4),Homology
GLURS-MONOMER_mod_mg2(1)_mod_zn2(1),GLURS-MONOMER,mg2(1) AND zn2(1),Homology
TRPS-MONOMER_mod_mg2(1),TRPS-MONOMER,mg2(1),Homology
ALAS-MONOMER_mod_zn2(4),ALAS-MONOMER,zn2(4),Homology
LYSU-MONOMER_mod_mg2(6),LYSU-MONOMER,mg2(6),Homology
LYSU-MONOMER_mod_lys__L(1),LYSU-MONOMER,lys__L(1),Homology
ILES-MONOMER_mod_zn2(2),ILES-MONOMER,zn2(2),Homology
CYSS-MONOMER_mod_zn2(1),CYSS-MONOMER,zn2(1),Homology
SERS-MONOMER_mod_mg2(1),SERS-MONOMER,mg2(1),Homology
ARGS-MONOMER_mod_mg2(1),ARGS-MONOMER,mg2(1),Homology
METG-MONOMER_mod_zn2(2),METG-MONOMER,zn2(2),Homology
EG12207-MONOMER_mod_zn2(2),EG12207-MONOMER,zn2(2),Homology
EG11372-MONOMER_mod_zn2(2),EG11372-MONOMER,zn2(2),Homology
G6364-MONOMER_mod_4fe4s(1),G6364-MONOMER,4fe4s(1),Homology
EG12098-MONOMER_mod_mg2(1),EG12098-MONOMER,mg2(1),Homology
G7325-MONOMER_mod_pydx5p(2),G7325-MONOMER,pydx5p(2),Homology
EG11247-MONOMER_mod_4fe4s(1),EG11247-MONOMER,4fe4s(1),Homology
EG10595-MONOMER_mod_mg2(2),EG10595-MONOMER,mg2(2),Homology
G7199-MONOMER_mod_fad(1),G7199-MONOMER,fad(1),Homology
EG12401-MONOMER_mod_4fe4s(1),EG12401-MONOMER,4fe4s(1),Homology
MONOMER0-2811_mod_acetyl(1),MONOMER0-2811,acetyl(1),Homology
EG10996-MONOMER_mod_zn2(6),EG10996-MONOMER,zn2(6),Homology
G6449-MONOMER_mod_4fe4s(1),G6449-MONOMER,4fe4s(1),Homology
G7843-MONOMER_mod_adocbl(1),G7843-MONOMER,adocbl(1),Homology
G7843-MONOMER_mod_4fe4s(2),G7843-MONOMER,4fe4s(2),Homology
G6675-MONOMER_mod_4fe4s(1),G6675-MONOMER,4fe4s(1),Homology
G7842-MONOMER_mod_mg2(2),G7842-MONOMER,mg2(2),Homology
NAG1P-URIDYLTRANS-MONOMER_mod_mg2(1),NAG1P-URIDYLTRANS-MONOMER,mg2(1),Homology
DTDPGLUCDEHYDRAT-MONOMER_mod_nad(1),DTDPGLUCDEHYDRAT-MONOMER,nad(1),Homology
UDPGLUCEPIM-MONOMER_mod_nad(1),UDPGLUCEPIM-MONOMER,nad(1),Homology
GDPMANDEHYDRA-MONOMER_mod_nadp(1),GDPMANDEHYDRA-MONOMER,nadp(1),Homology
GALACTURIDYLYLTRANS-MONOMER_mod_fe2(1)_mod_zn2(1),GALACTURIDYLYLTRANS-MONOMER,fe2(1) AND zn2(1),Homology
EG10613-MONOMER_mod_mg2(1),EG10613-MONOMER,mg2(1),Homology
EG11268-MONOMER_mod_mg2(1)_mod_k(1),EG11268-MONOMER,mg2(1) AND k(1),Homology
EG10845-MONOMER_mod_mg2(3),EG10845-MONOMER,mg2(3),Homology
EG10899-MONOMER_mod_mg2(1),EG10899-MONOMER,mg2(1),Homology
DIACYLGLYKIN-MONOMER_mod_cd2(1)_mod_zn2(1)_mod_mg2(1)_mod_mn2(1)_mod_cobalt2(1),DIACYLGLYKIN-MONOMER,cd2(1) AND zn2(1) AND mg2(1) AND mn2(1) AND cobalt2(1),Homology
EG11335-MONOMER_mod_mg2(1),EG11335-MONOMER,mg2(1),Homology
EG11335-MONOMER_mod_mn2(1),EG11335-MONOMER,mn2(1),Homology
EG11335-MONOMER_mod_ca2(1),EG11335-MONOMER,ca2(1),Homology
EG11335-MONOMER_mod_zn2(1),EG11335-MONOMER,zn2(1),Homology
EG11335-MONOMER_mod_cu2(1),EG11335-MONOMER,cu2(1),Homology
EG11335-MONOMER_mod_cd2(1),EG11335-MONOMER,cd2(1),Homology
EG11335-MONOMER_mod_cobalt2(1),EG11335-MONOMER,cobalt2(1),Homology
EG11335-MONOMER_mod_ni2(1),EG11335-MONOMER,ni2(1),Homology
PPX-MONOMER_mod_mg2(1),PPX-MONOMER,mg2(1),Homology
INORGPYROPHOSPHAT-MONOMER_mod_mg2(1),INORGPYROPHOSPHAT-MONOMER,mg2(1),Homology
ALKAPHOSPHA-MONOMER_mod_zn2(1)_mod_mg2(1),ALKAPHOSPHA-MONOMER,zn2(1) AND mg2(1),Homology
PYRUVOXID-MONOMER_mod_mg2(1)_mod_thmpp(1)_mod_fad(1),PYRUVOXID-MONOMER,mg2(1) AND thmpp(1) AND fad(1),Homology
DCYSDESULF-MONOMER_mod_pydx5p(1),DCYSDESULF-MONOMER,pydx5p(1),Homology
ADENYLYLSULFKIN-MONOMER_mod_mg2(1),ADENYLYLSULFKIN-MONOMER,mg2(1),Homology
ADENYLYLSULFKIN-MONOMER_mod_mn2(1),ADENYLYLSULFKIN-MONOMER,mn2(1),Homology
ADENYLYLSULFKIN-MONOMER_mod_cobalt2(1),ADENYLYLSULFKIN-MONOMER,cobalt2(1),Homology
ADENYLYLSULFKIN-MONOMER_mod_cd2(1),ADENYLYLSULFKIN-MONOMER,cd2(1),Homology
SUCCORNTRANSAM-MONOMER_mod_pydx5p(1),SUCCORNTRANSAM-MONOMER,pydx5p(1),Homology
EG10383-MONOMER_mod_mn2(1),EG10383-MONOMER,mn2(1),Homology
ALARACECAT-MONOMER_mod_pydx5p(1),ALARACECAT-MONOMER,pydx5p(1),Homology
ORNDECARBOXDEG-MONOMER_mod_pydx5p(1),ORNDECARBOXDEG-MONOMER,pydx5p(1),Homology
ASNSYNB-MONOMER_mod_mg2(1),ASNSYNB-MONOMER,mg2(1),Homology
LSERINEDEAM3-MONOMER_mod_4fe4s(1),LSERINEDEAM3-MONOMER,4fe4s(1),Homology
ASPAMINOTRANS-MONOMER_mod_pydx5p(1),ASPAMINOTRANS-MONOMER,pydx5p(1),Homology
G6644-MONOMER_mod_mg2(1),G6644-MONOMER,mg2(1),Homology
MONOMER0-147_mod_fe2(1),MONOMER0-147,fe2(1),Homology
FUCPALDOL-MONOMER_mod_zn2(1),FUCPALDOL-MONOMER,zn2(1),Homology
G7858-MONOMER_mod_mg2(1),G7858-MONOMER,mg2(1),Homology
RHAMNULPALDOL-MONOMER_mod_k(1)_mod_zn2(1),RHAMNULPALDOL-MONOMER,k(1) AND zn2(1),Homology
XYLULOKIN-MONOMER_mod_mg2(1),XYLULOKIN-MONOMER,mg2(1),Homology
ALDDEHYDROGB-MONOMER_mod_mg2(1),ALDDEHYDROGB-MONOMER,mg2(1),Homology
RIBULPEPIM-MONOMER_mod_zn2(1),RIBULPEPIM-MONOMER,zn2(1),Homology
LYXK-MONOMER_mod_mg2(1),LYXK-MONOMER,mg2(1),Homology
BETAGALACTOSID-MONOMER_mod_mg2(1),BETAGALACTOSID-MONOMER,mg2(1),Homology
ARABISOM-MONOMER_mod_mn2(1),ARABISOM-MONOMER,mn2(1),Homology
FUCISOM-MONOMER_mod_mn2(1),FUCISOM-MONOMER,mn2(1),Homology
6PFK-1-MONOMER_mod_mg2(1),6PFK-1-MONOMER,mg2(1),Homology
RHAMNISOM-MONOMER_mod_mn2(1),RHAMNISOM-MONOMER,mn2(1),Homology
RIBOKIN-MONOMER_mod_k(1)_mod_mg2(1),RIBOKIN-MONOMER,k(1) AND mg2(1),Homology
LDC2-MONOMER_mod_pydx5p(1),LDC2-MONOMER,pydx5p(1),Homology
6PFK-2-MONOMER_mod_mg2(1),6PFK-2-MONOMER,mg2(1),Homology
KDGALDOL-MONOMER_mod_mg2(1),KDGALDOL-MONOMER,mg2(1),Homology
XYLISOM-MONOMER_mod_mn2(1),XYLISOM-MONOMER,mn2(1),Homology
G6783-MONOMER_mod_mg2(1),G6783-MONOMER,mg2(1),Homology
ALPHAGALACTOSID-MONOMER_mod_mn2(1),ALPHAGALACTOSID-MONOMER,mn2(1),Homology
DHPDIOXYGEN-MONOMER_mod_fe2(1),DHPDIOXYGEN-MONOMER,fe2(1),Homology
G6196-MONOMER_mod_mg2(1),G6196-MONOMER,mg2(1),Homology
G7413-MONOMER_mod_fad(1),G7413-MONOMER,fad(1),Homology
EG12697-MONOMER_mod_Oxidized(1),EG12697-MONOMER,Oxidized(1),Homology
EG12656-MONOMER_mod_fad(1),EG12656-MONOMER,fad(1),Homology
PUTA-MONOMER_mod_fad(1),PUTA-MONOMER,fad(1),Homology
EG10318-MONOMER_mod_Oxidized(1),EG10318-MONOMER,Oxidized(1),Homology
S-ADENMETSYN-MONOMER_mod_k(4)_mod_mg2(1),S-ADENMETSYN-MONOMER,k(4) AND mg2(1),Homology
S-ADENMETSYN-MONOMER_mod_k(4)_mod_mn2(1),S-ADENMETSYN-MONOMER,k(4) AND mn2(1),Homology
S-ADENMETSYN-MONOMER_mod_k(4)_mod_cobalt2(1),S-ADENMETSYN-MONOMER,k(4) AND cobalt2(1),Homology
S-ADENMETSYN-MONOMER_mod_k(4)_mod_zn2(1),S-ADENMETSYN-MONOMER,k(4) AND zn2(1),Homology
S-ADENMETSYN-MONOMER_mod_k(4)_mod_cd2(1),S-ADENMETSYN-MONOMER,k(4) AND cd2(1),Homology
S-ADENMETSYN-MONOMER_mod_k(4)_mod_ni2(1),S-ADENMETSYN-MONOMER,k(4) AND ni2(1),Homology
S-ADENMETSYN-MONOMER_mod_k(4)_mod_ca2(1),S-ADENMETSYN-MONOMER,k(4) AND ca2(1),Homology
S-ADENMETSYN-MONOMER_mod_nh4(4)_mod_mg2(1),S-ADENMETSYN-MONOMER,nh4(4) AND mg2(1),Homology
S-ADENMETSYN-MONOMER_mod_nh4(4)_mod_mn2(1),S-ADENMETSYN-MONOMER,nh4(4) AND mn2(1),Homology
S-ADENMETSYN-MONOMER_mod_nh4(4)_mod_cobalt2(1),S-ADENMETSYN-MONOMER,nh4(4) AND cobalt2(1),Homology
S-ADENMETSYN-MONOMER_mod_nh4(4)_mod_zn2(1),S-ADENMETSYN-MONOMER,nh4(4) AND zn2(1),Homology
S-ADENMETSYN-MONOMER_mod_nh4(4)_mod_cd2(1),S-ADENMETSYN-MONOMER,nh4(4) AND cd2(1),Homology
S-ADENMETSYN-MONOMER_mod_nh4(4)_mod_ni2(1),S-ADENMETSYN-MONOMER,nh4(4) AND ni2(1),Homology
S-ADENMETSYN-MONOMER_mod_nh4(4)_mod_ca2(1),S-ADENMETSYN-MONOMER,nh4(4) AND ca2(1),Homology
S-ADENMETSYN-MONOMER_mod_tl(4)_mod_mg2(1),S-ADENMETSYN-MONOMER,tl(4) AND mg2(1),Homology
S-ADENMETSYN-MONOMER_mod_tl(4)_mod_mn2(1),S-ADENMETSYN-MONOMER,tl(4) AND mn2(1),Homology
S-ADENMETSYN-MONOMER_mod_tl(4)_mod_cobalt2(1),S-ADENMETSYN-MONOMER,tl(4) AND cobalt2(1),Homology
